title,media,date,datetime,desc,link,img,Category
Exposing older adults to self-driving technology improves ...,McKnight's Senior Living,2 days ago,2021-09-02 21:13:49.840229,"The researchers said they believe it is the first study to quantify older adults' perceptions of autonomous vehicles using a perception survey, ...",https://www.mcknightsseniorliving.com/home/news/exposing-older-adults-to-self-driving-technology-improves-perceptions-on-safety-usefulness-study/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
"Amid Tesla's Autopilot Probe, Nearly Half the Public Thinks ...",Morning Consult,2 days ago,2021-09-02 21:13:49.842168,37% of U.S. adults said they may ride in an autonomous vehicle in the future and 34% said they would not. · 17% believe autonomous vehicles are as safe as cars ...,https://morningconsult.com/2021/09/02/autonomous-vehicles-safety-consumer-interest-polling/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Motional unveils driverless robotaxi based around Hyundai ...,The Driven,2 days ago,2021-09-02 21:13:49.844119,"US autonomous vehicle start-up Motional has unveiled its first electric robotaxi, based on Hyundai's new Ioniq 5 EV, which will be used in the company's ...",https://thedriven.io/2021/09/02/motional-unveils-driverless-robotaxi-based-around-hyundai-ioniq-5/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Apple self-driving cars were involved in two accidents last ...,Gizmochina,2 days ago,2021-09-02 21:13:49.846010,Apple has been working on its self-driving car technology and the Cupertino-based tech giant was recently in the news related to efforts in forming ...,https://www.gizmochina.com/2021/09/02/apple-car-self-driving-accidents/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Tesla Makes a Leap from Autonomous Vehicles to Robots ...,All About Circuits,2 days ago,2021-09-02 21:13:49.847914,"Tesla Makes a Leap from Autonomous Vehicles to Robots with “Tesla Bot” Reveal · Not a stranger to taking on a challenge, Elon Musk reveals ""Tesla Bot"" at 2021's ...",https://www.allaboutcircuits.com/news/tesla-makes-a-leap-from-autonomous-vehicles-to-robots-with-tesla-bot-reveal/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
"Driving will be outlawed for humans by 2050, says IDTechEx",Robotics & Automation News,3 days ago,2021-09-01 21:13:49.849824,"Autonomous cars will match or exceed human safety by 2024, after which they will grow rapidly at aan annual rate of 30 percent, according to IDTechEx's new ...",https://roboticsandautomationnews.com/2021/09/01/driving-will-be-outlawed-for-humans-by-2050-says-idtechex/46065/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Two Apple Self-Driving Cars Involved in Rear-End Collisions ...,MacRumors,3 days ago,2021-09-01 21:13:49.851879,"The work on autonomous driving is part of Apple's longtime car project, and rumors suggest Apple is planning to release a vehicle in the mid to late 2020s.",https://www.macrumors.com/2021/09/01/apple-self-driving-cars-minor-collisions/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Survey Reveals Tesla's Full Self-Driving Take Rate Is Declining,InsideEVs,3 days ago,2021-09-01 21:13:49.854040,"A new survey, conducted by Troy Teslike, among over 17,000 Tesla car owners, ... that is promised to offer a fully autonomous driving experience (at some ...",https://insideevs.com/news/530307/survey-tesla-fsd-take-rate/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
"Self-Driving Car Industry, Promising Safety, Pushes Back on ...",Streetsblog NYC,3 days ago,2021-09-01 21:13:49.855943,"“Will driverless cars be safer? Looking at the numbers of crashes today, how could they not be? Autonomous vehicle technology is the key to meeting Mayor de ...",https://nyc.streetsblog.org/2021/09/01/self-driving-car-industry-promising-safety-pushes-back-on-dot-plan-to-regulate-testing/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Nationwide buys stake in Israeli company that tests automated ...,The Columbus Dispatch,3 days ago,2021-09-01 21:13:50.254088,"The Columbus insurance and financial services company has invested in Foretellix, a company that tests, verifies and validates automated driving systems and ...",https://www.dispatch.com/story/business/2021/09/01/nationwide-takes-stake-israeli-tests-automated-driving-systems/5681232001/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Microscale Concave Interfaces Could Help Autonomous ...,Unite.AI,3 days ago,2021-09-01 21:13:50.256088,"Qiaoqiang Gan is an engineering researcher at the University of Buffalo. According to Gan, these effects could be used in the future to aid autonomous vehicles ...",https://www.unite.ai/microscale-concave-interfaces-could-help-autonomous-vehicles/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Is a self-driving car smarter than a seven-month-old?,The Economist,3 days ago,2021-09-01 21:13:50.257970,"It is also something that self-driving cars do not have. And that is a problem. Autonomous vehicles are getting better, but they still don't understand the ...",https://www.economist.com/science-and-technology/is-it-smarter-than-a-seven-month-old/21804141,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Hyundai Ioniq 5 to be used for Motional autonomous ride ...,Motor Authority,3 days ago,2021-09-01 21:13:50.259821,"Operations will be overseen by Motional, the autonomous-driving joint venture launched by Hyundai and automotive supplier Aptiv last year. The new corporate ...",https://www.motorauthority.com/news/1133431_hyundai-ioniq-5-to-be-used-for-motional-autonomous-ride-hailing-in-2023,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Lidar Maker Branches Beyond Self-Driving Cars in Race to ...,Barron's,3 days ago,2021-09-01 21:13:50.261691,"Lidar, or laser-based radar, is a key enabling technology for autonomous vehicles. An effective, low-cost system is the car industry's holy grail as it ...",https://www.barrons.com/articles/lidar-maker-aeva-technologies-nikon-51630453396,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Manitoba seeks the public's input for testing self-driving cars,Driving.ca,3 days ago,2021-09-01 21:13:50.263558,"Having authorized testing of self-driving vehicles on its roads, Manitoba is now asking the public for its input as it lays the groundwork for the program.",https://driving.ca/auto-news/local-content/manitoba-seeks-the-publics-input-for-testing-self-driving-cars,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
How to simulate automated vehicle ECUs in the lab with ...,Fierce Electronics,3 days ago,2021-09-01 21:13:50.265431,"Autonomous vehicle testing can be done in simulations with artificial test data, reducing costs and increasing the parameters to be tested. (Getty Images).",https://www.fierceelectronics.com/electronics/how-to-simulate-automated-vehicle-ecus-lab-artificial-test-data,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Toyota's self-driving shuttles return to the Paralympics ...,Engadget,3 days ago,2021-09-01 21:13:50.267608,Toyota's self-driving shuttles return to the Paralympics following crash ... that both the autonomous vehicle and the circumstances around it were to blame.,https://www.engadget.com/toyota-resumes-self-driving-e-palette-use-paralympics-132634264.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Will self-driving cars cause driving to be illegal? | Electronics360,,3 days ago,2021-09-01 21:13:50.269397,"While fully autonomous vehicles are years away from reality, the promise of the technology exceeding the safety of human drivers is leading some to question ...",https://electronics360.globalspec.com/article/17134/will-self-driving-cars-cause-driving-to-be-illegal,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Volvo invests in Israeli developer of testing platform for ...,The Times of Israel,3 days ago,2021-09-01 21:13:50.271323,The question is what do you do when an autonomous driving system is directing the car? You have training systems for this and you need to make sure the ...,https://www.timesofisrael.com/volvo-invests-in-israeli-developer-of-testing-platform-for-autonomous-vehicles/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Hyundai Ioniq 5 electric robotaxi revealed with Motional ...,Green Car Reports,3 days ago,2021-09-01 21:13:50.517442,"The Hyundai Ioniq 5 will be used as an autonomous ""robotaxi"" beginning in ... Note that these cars will be considered Level 4 on the SAE autonomy scale, ...",https://www.greencarreports.com/news/1133433_hyundai-ioniq-5-electric-robotaxi-revealed-with-motional-autonomous-driving-venture,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
"Automotive Infrared Night Vision System Research Report, 2021",Yahoo Finance,3 days ago,2021-09-01 21:13:50.519617,"The system is applicable to autonomous vehicles. On the first day of the Auto Shanghai 2021, Didi Autonomous Driving and Volvo jointly launched “DiDi Gemini”, a ...",https://finance.yahoo.com/news/automotive-infrared-night-vision-system-101100858.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Rainbow road sign film would be easier for autonomous ...,New Atlas,3 days ago,2021-09-01 21:13:50.521577,"Autonomous vehicles need to operate in a complex environment, and recognizing traffic signs is an important part of that. A new microstructured material ...",https://newatlas.com/materials/rainbow-road-signs-autonomous-vehicles/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Here's When We'll See Driverless Cars With Level 5 Autonomy,HotCars,3 days ago,2021-09-01 21:13:50.523547,"Autonomous Driving Has Made Some Progress. Driverless Car Via: Steve Jurvetson, Flickr - https://creativecommons.org/licenses/by- ...",https://www.hotcars.com/level-5-autonony-driverless-cars-when/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Toyota restarts driverless vehicles after accident – FBC News,FBC News,3 days ago,2021-09-01 21:13:50.525757,Toyota is resuming operations of its autonomous vehicles at the Paralympic Games village in Tokyo following an accident. Services of the e-Palette pods were ...,https://www.fbcnews.com.fj/business/toyota-restarts-driverless-vehicles-after-accident/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Tesla and the Metaverse - WSJ,The Wall Street Journal,3 days ago,2021-09-01 21:13:50.527767,"What Tesla dubs its “Full Self Driving Capability,” and charges up to $10,000 for, ... Uber and Lyft have sold off their autonomous vehicle experiments.",https://www.wsj.com/articles/tesla-metaverse-self-driving-cars-vr-virtual-reality-nvidia-oculus-facebook-11630437335,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
This Rainbow-Making Tech Could Help Autonomous Vehicles ...,Eurasia Review,3 days ago,2021-09-01 21:13:50.529731,This Rainbow-Making Tech Could Help Autonomous Vehicles Read Signs ... A new study explains the science behind microscale concave interfaces (MCI) — structures ...,https://www.eurasiareview.com/01092021-this-rainbow-making-tech-could-help-autonomous-vehicles-read-signs/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Industrial Autonomous Vehicle Provider Cyngn and Arilou ...,PR Newswire,3 days ago,2021-09-01 21:13:50.531829,"31, 2021 /PRNewswire/ -- Cyngn, the industrial autonomous vehicle technology developer, today announced a partnership with Arilou Automotive Cybersecurity, ...",https://www.prnewswire.com/news-releases/industrial-autonomous-vehicle-provider-cyngn-and-arilou-automotive-cybersecurity-announce-partnership-301366675.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Tokyo 2020: Toyota restarts driverless vehicles after accident,BBC,4 days ago,2021-08-31 21:13:50.533782,Toyota is resuming operations of its autonomous vehicles at the Paralympic Games village in Tokyo following an accident. Services of the e-Palette pods were ...,https://www.bbc.com/news/business-58390290,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Building A CASE For Connected And Autonomous Vehicles ...,Forbes,1 week ago,2021-08-28 21:13:50.535994,"With 5G and connected, autonomous cars, everything from industry supply chains and vehicle ownership to the daily commute and in-vehicle experiences are ...",https://www.forbes.com/sites/tmobile/2021/08/27/building-a-case-for-connected-and-autonomous-vehicles-with-5g-connectivity/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Waymo's plan to make autonomous car sensors cheaper gets ...,SlashGear,1 week ago,2021-08-28 21:13:50.938510,"Waymo is pulling the plug on its ambitions to be a LIDAR supplier, with the autonomous vehicle company set to be the only customer for its homegrown sensor ...",https://www.slashgear.com/waymos-plan-to-make-autonomous-car-sensors-cheaper-gets-axed-27688690/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Autonomous vehicles can deliver pizzas in TX. Will they ...,Nevada Current,1 week ago,2021-08-28 21:13:50.941313,"Nuro specializes in designing fully electric, fully autonomous vehicles made for delivering goods in low-speed urban areas. (Photo courtesy of Nuro).",https://www.nevadacurrent.com/2021/08/27/autonomous-vehicles-can-deliver-pizzas-in-tx-will-they-deliver-jobs-to-nv/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Autonomous vehicles ranked among top 10 innovations ...,Robotics & Automation News,1 week ago,2021-08-28 21:13:50.943638,Autonomous vehicle startups are steadily evolving to fulfil the software and hardware value chain in Society of Automotive Engineers (SAE) Level-02 and above ...,https://roboticsandautomationnews.com/2021/08/27/autonomous-vehicles-ranked-among-top-10-innovation-led-technologies/45906/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Autonomous Car Market Gaining Traction,IDTechEx,1 week ago,2021-08-28 21:13:50.945695,There has been lots of activity in the autonomous vehicle sector over the past ... 3 private autonomous vehicles will be available on the roads in 2022.,https://www.idtechex.com/en/webinar/autonomous-car-market-gaining-traction/380,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
"Autonomous Vehicles, Where to Now? – IoT World Today",IoT World Today,1 week ago,2021-08-28 21:13:50.947685,"Autonomous Vehicles, Where to Now? Arm's lead for autonomous driving in-silicon designs provides IoTWT with the scoop on where he thinks the division is headed.",https://www.iotworldtoday.com/2021/08/26/designcon-2021-autonomous-vehicles-where-to-now/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
